216	MacLane I.1: Commutative diagrams as first-class objects
217	MacLane I.1: Arrows-only metacategories and the equivalence of category presentations
220	MacLane I.2: Delooping monoids and groups into one-object categories
221	MacLane I.2: The matrix category Matr_K
223	MacLane I.2: Preorders as thin categories, with partial and linear orders
224	MacLane I.2: Finite ordinals as categories and the chain ω
226	MacLane I.2: The roster of standard large categories
227	MacLane I.3: The covariant power-set functor
231	MacLane I.3: Full and faithful functors, subcategories, and reflection of monics
234	MacLane I.3: Functors between preorders, groups, and representation categories
237	MacLane I.4: The double-dual natural isomorphism for finite-dimensional vector spaces
239	MacLane I.4: The currying adjunction and naturality of evaluation
241	MacLane I.4: Natural transformations between group homomorphisms are conjugations
242	MacLane I.4: Natural transformations into a preorder
244	MacLane I.4: Finite-dimensional vector spaces and the matrix-category equivalence
245	MacLane I.5: Epis in Sets are exactly the surjections
247	MacLane I.5: Uniqueness of terminal, initial, and zero objects
248	MacLane I.5: Groupoids and the structure of connected groupoids
249	MacLane I.5: The fundamental groupoid of a topological space
250	MacLane I.5: Monic/epi cancellation and a non-invertible bimorphism
252	MacLane I.5: The natural numbers as an initial algebra
253	MacLane I.6: Size and foundations vocabulary
254	MacLane I.6: Small completeness of Sets (indexed products and coproducts)
255	MacLane I.6: Grp, the category of groups
260	MacLane I.7: Homotopy categories and pointed spaces
263	MacLane I.7: Concrete categories
267	MacLane II.2: The op involution as a functor on Cat
268	MacLane II.2: Open(X) and the presheaf of continuous functions
271	MacLane II.3: The cylinder C x 2 and the universal natural transformation
283	MacLane II.5: Strict 2-categories, double categories, and Cat
284	MacLane II.5: Naturality of the exponential laws
288	MacLane II.5: The centre of a category
298	MacLane II.7: The free groupoid on a graph and free groups
299	MacLane II.8: The least congruence and presented categories
300	MacLane II.8: The walking commutative square by generators and relations
305	MacLane III.1: The free vector space on a set as a universal arrow
306	MacLane III.1: The tensor product as a universal element of the bilinear-maps functor
309	MacLane III.1: Free modules and polynomial rings as universal arrows
311	MacLane III.1: A universal element for the contravariant power-set functor
312	MacLane III.1: Universal arrows to the standard forgetful functors
313	MacLane III.1: Quotient groups and the isomorphism theorems by universality
316	MacLane III.2: Naturality of the Yoneda isomorphism in both variables
320	MacLane III.3: Indexed coproducts
321	MacLane III.4: Powers and copowers of an object
324	MacLane III.3: Coproducts in the familiar algebraic and topological categories
326	MacLane III.4: Interdefinability of the finite (co)limit constructions
329	MacLane III.3: Chain unions as colimits and the cocompleteness of Sets
333	MacLane III.4: Pullbacks and kernel pairs in Sets
334	MacLane III.4: Limits along an index category with an initial object
336	MacLane III.5: The matrix calculus from finite coproducts to finite products
338	MacLane III.5: Cat has small coproducts
345	MacLane III.7: The category of elements of a set-valued functor
346	MacLane III.7: The density theorem: set-valued functors as colimits of representables
348	MacLane IV.1: A left adjoint exists exactly when the hom-functors are representable
349	MacLane IV.1: Adjoints of additive functors are additive
352	MacLane IV.2: Connected categories
353	MacLane IV.2: Limits and colimits as adjoints of the diagonal functor
355	MacLane IV.2: Limits over a disjoint union of index categories, and connected components
357	MacLane IV.2: The adjoint string on the objects functor of Cat
358	MacLane IV.2: Functors adjoint on the right
362	MacLane IV.2: Adjoining an identity to a ring as a left adjoint
367	MacLane IV.3: Fullness and faithfulness of a right adjoint through its counit
370	MacLane IV.3: Concrete reflective and coreflective subcategories
373	MacLane IV.3: A full reflective subcategory inherits limits
374	MacLane IV.4: Skeletons and skeletal categories
380	MacLane IV.5: Galois connections are adjunctions between preorders
382	MacLane IV.5: The powerset preorder and the direct-image/inverse-image adjunction
384	MacLane IV.5: Quantifiers as adjoints to substitution
386	MacLane IV.5: Closed elements of a Galois connection and the fixed points of an adjunction
388	MacLane IV.6: The tensor-hom adjunction for modules
389	MacLane IV.6: Powerset lattices and Boolean algebras are cartesian closed
393	MacLane IV.7: Maps of adjunctions
394	MacLane IV.7: Conjugate natural transformations and the four characterizations of conjugacy
396	MacLane IV.7: Adjunctions with a parameter
398	MacLane IV.7: Adjoint squares and the Palmquist mates bijection
401	MacLane IV.8: Bimodule tensor adjunctions and their composites
406	MacLane V.1: Creation of limits by a functor
407	MacLane V.1: Completeness of Sets by cone sets
408	MacLane V.1: Inverse limits of towers of sets
409	MacLane V.1: The p-adic integers and formal power series as inverse limits of rings
410	MacLane V.1: The p-adic solenoid as a limit in Top
414	MacLane V.1: Cat is small-complete
416	MacLane V.2: Limits from products and equalizers
417	MacLane V.2: Finite index categories and finite limits
