216	MacLane I.1: Commutative diagrams as first-class objects
220	MacLane I.2: Delooping monoids and groups into one-object categories
223	MacLane I.2: Preorders as thin categories, with partial and linear orders
224	MacLane I.2: Finite ordinals as categories and the chain ω
233	MacLane I.3: Functors out of 1, 2, and 3
234	MacLane I.3: Functors between preorders, groups, and representation categories
235	MacLane I.3: Two distinct functors sharing the identity object function
238	MacLane I.4: The skeleton equivalence between finite sets and finite ordinals
242	MacLane I.4: Natural transformations into a preorder
246	MacLane I.5: Split morphisms, idempotent composites, and regular arrows
247	MacLane I.5: Uniqueness of terminal, initial, and zero objects
248	MacLane I.5: Groupoids and the structure of connected groupoids
259	MacLane I.7: Top, the category of topological spaces
268	MacLane II.2: Open(X) and the presheaf of continuous functions
273	MacLane II.3: Preorders are closed under products and functor categories
276	MacLane II.4: Functor categories over discrete shapes and their size
296	MacLane II.7: The free monoid and its universal property
299	MacLane II.8: The least congruence and presented categories
308	MacLane III.1: Metric-space completion as a universal arrow
315	MacLane III.1: Quotient setoids and coequalizers in Sets
323	MacLane III.3: Cokernel pairs and the pushout characterization of epimorphisms
334	MacLane III.4: Limits along an index category with an initial object
346	MacLane III.7: The density theorem: set-valued functors as colimits of representables
357	MacLane IV.2: The adjoint string on the objects functor of Cat
370	MacLane IV.3: Concrete reflective and coreflective subcategories
372	MacLane IV.3: Posets are reflective in preorders, and T0-spaces in Top
374	MacLane IV.4: Skeletons and skeletal categories
380	MacLane IV.5: Galois connections are adjunctions between preorders
382	MacLane IV.5: The powerset preorder and the direct-image/inverse-image adjunction
384	MacLane IV.5: Quantifiers as adjoints to substitution
402	MacLane IV.9: A subobject classifier for the category of sets
404	MacLane IV.10: Sets and presheaf categories as elementary toposes
405	MacLane IV.10: Every elementary topos has finite colimits
407	MacLane V.1: Completeness of Sets by cone sets
417	MacLane V.2: Finite index categories and finite limits
422	MacLane V.2: Products in a preorder are greatest lower bounds
443	MacLane V.6: Left adjoints to forgetful functors by the adjoint functor theorem
445	MacLane V.7: Intersections and unions of subobjects
456	MacLane V.9: The underlying-set functor of Top and its adjoint triple
457	MacLane V.9: Subspace and quotient topologies as sliced adjoint inverses
463	MacLane VI.1: Monads on a preorder are closure operators, and their algebras are the closed elements
490	MacLane VII.1: Cocartesian monoidal structure from finite coproducts
500	MacLane VII.3: Monoids in a monoidal category recover the classical algebraic structures
520	MacLane VII.7: Coherence for symmetric monoidal categories, and product/coproduct as symmetric tensor
590	MacLane X.3: Existence of Kan extensions from completeness and the global adjoint to precomposition
603	MacLane X.7: Kan extensions along the identity and the terminal functor give functors and (co)limits
643	Awodey 1.5: Automorphism groups, permutation groups, and Cayley's theorem
645	Awodey 1.9 Ex 3: Isomorphisms versus bijective homomorphisms in Sets, Mon, and Pos
647	Awodey 1.9 Ex 5: Free categories on graphs with exactly six arrows
