639	MacLane App.1: A two-valued subobject classifier is a Boolean algebra
638	MacLane App.1: ETCS — well-pointed topos with choice and a natural-numbers object
637	MacLane App.1: Natural-numbers object
636	MacLane XII.8: Crossed modules are equivalent to category objects in Grp
635	MacLane XII.8: Crossed modules of groups
634	MacLane XII.7: The bicategory Span(C)
633	MacLane XII.7: The bicategory of rings and bimodules
632	MacLane XII.7: Every one-object bicategory is a monoidal category (and bicategorical coherence)
631	MacLane XII.6: The two duals of a bicategory
630	MacLane XII.5: Single-set n-categories and ω-categories
629	MacLane XII.5: Single-set (arrows-only) categories and functors via source/target operators
628	MacLane XII.4: 3-categories via enrichment in 2-Cat
627	MacLane XII.4: The 2-category 2-Cat
626	MacLane XII.4: 2-functors and 2-natural transformations (strict)
625	MacLane XII.4: Right Kan extensions in a 2-category (formal Kan extensions)
624	MacLane XII.3: The homotopy 2-category of topological spaces
623	MacLane XII.3: The hom-category (Cat-enriched) formulation of a 2-category
622	MacLane XII.2: The nerve of an internal category as a simplicial object
621	MacLane XII.2: The nerve of a category as a simplicial set
620	MacLane XII.1: Category objects in Grp are group objects in Cat, and the interchange of internalizations
619	MacLane XII.1: Internal diagrams (left C-objects) and their morphisms
618	MacLane XII.1: Internal functors and internal natural transformations
617	MacLane XII.1: Internal categories (category objects in a finitely complete category)
616	MacLane XI.5: Braided coherence via the underlying braid, and the B_2 action on a tensor
615	MacLane XI.5: The braid category is the free braided monoidal category on one object
614	MacLane XI.4: The braid category B as a braided (non-symmetric) monoidal category
613	MacLane XI.4: The surjection B_n ⟶ S_n and the symmetric group by transpositions
612	MacLane XI.4: The Artin braid group B_n
611	MacLane XI.3: The tensoring functor T : M ⟶ [M,M] and an independent strictification proof (Exercises 2–3)
610	MacLane XI.3: The endofunctor category [C,C] as a strict monoidal category (Exercise 1)
609	MacLane XI.3: Strictification — every monoidal category is monoidally equivalent to a strict one
608	MacLane XI.2: The word-indexed comparison transformation F_v of a monoidal functor
607	MacLane XI.2: Monoidal natural transformations compose, and the category of monoidal functors
606	MacLane XI.1: The braiding as a natural isomorphism, unit compatibility, and the inverse braiding
605	MacLane X.7: The codensity monad and codensity as Ran_K K
604	MacLane X.7: The adjoint criterion via the Kan extension of the identity, and absolute Kan extensions
603	MacLane X.7: Kan extensions along the identity and the terminal functor give functors and (co)limits
602	MacLane X.6: Density as a coend of copowers
601	MacLane X.6: Density in Ab and in R-Mod
600	MacLane X.6: Dense and codense functors and the full-faithfulness (nerve) criteria
599	MacLane X.5: Pointwise Kan extensions and the comma-category limit criterion
598	MacLane X.5: Preservation of Kan extensions; right adjoints and representables preserve them
597	MacLane X.4: Composition of right Kan extensions (Dubuc)
596	MacLane X.4: Left derived functors as a right Ab-enriched Kan extension
595	MacLane X.4: Additive (Ab-enriched) Kan extensions via cotensor
594	MacLane X.4: Kan extensions as (co)ends in the functor category (Ulmer; Day–Kelly)
593	MacLane X.4: Kan extensions as (co)ends — the pointwise coend and end formulas
592	MacLane X.3: Kan extensions between sets — images, representables, and non-existence
591	MacLane X.3: Fully faithful K — an invertible Kan counit and extension along an inclusion
590	MacLane X.3: Existence of Kan extensions from completeness and the global adjoint to precomposition
589	MacLane X.3: The pointwise (co)limit formula for Kan extensions
588	MacLane X.2: Weak universal arrows and weak (co)limits
587	MacLane X.1: The Bénabou collage of a set-valued functor and representability via a left adjoint
586	MacLane X.1: Formal criteria for representability and universal arrows (Bénabou)
585	MacLane X.1: The formal criterion for the existence of an adjoint via comma-category limits
584	MacLane IX.8: The Fubini theorem and interchange of iterated ends
583	MacLane IX.7: A limit in a functor category that is not pointwise (Dubuc)
582	MacLane IX.7: The Parameter Theorem for ends and coends
581	MacLane IX.7: Functoriality of ends in the integrand
580	MacLane IX.6: Module tensor products and free modules as coends
579	MacLane IX.6: The tensor product of functors as a coend
578	MacLane IX.5: Preservation and creation of ends; hom-functors are continuous for ends
577	MacLane IX.5: The set of natural transformations is an end of the hom-functor
576	MacLane IX.5: Existence of ends from completeness and from products and equalizers
575	MacLane IX.5: The end–limit correspondence (subdivision and twisted-arrow categories)
574	MacLane IX.4: Euclidean self-duality as a dinatural transformation
573	MacLane IX.4: Composition calculus for dinatural transformations
572	MacLane IX.4: Multi-variable (di)natural transformations and dummy variables
571	MacLane IX.4: The unit and counit of a parametrized adjunction are (di)natural in the parameter
570	MacLane IX.4: Canonical wedges — evaluation and the identity family
569	MacLane IX.3: Properties of final functors and colimits of representables
568	MacLane IX.3: Final functors preserve colimits (and initial functors, limits)
567	MacLane IX.3: Final (cofinal) functors and final subcategories
566	MacLane IX.2: Coproducts commute with pullbacks, and pseudo-filtered colimits commute with pullbacks, in Set
565	MacLane IX.2: Pseudo-filtered categories
564	MacLane IX.2: Interchange of iterated limits and of iterated colimits
563	MacLane IX.2: Finite limits commute with filtered colimits in Set
562	MacLane IX.1: Grp is cocomplete
561	MacLane IX.1: Algebraic forgetful functors create filtered colimits
560	MacLane IX.1: Small coproducts from finite coproducts and directed colimits
559	MacLane IX.1: Filtered categories and filtered colimits
558	MacLane VIII.4: The Freyd–Mitchell embedding theorem
557	MacLane VIII.4: Chain complexes and homology objects
556	MacLane VIII.4: The 3×3 lemma and the exact sequence of a composite
555	MacLane VIII.4: The snake lemma (the ker–coker exact sequence)
554	MacLane VIII.4: The short five lemma and the five lemma
553	MacLane VIII.4: The additive category Ses A of short exact sequences
552	MacLane VIII.4: Pullbacks of epimorphisms and of short exact sequences
